Rank,Date,Tm,,Opp,,,Scorer,Age,Cr. Goal #,Assist1,Assist2,Goalie,Per.,Time,Strength,Other,Arena Name
682,2009-03-24,WSH,@,TOR,L,SO,Alex Ovechkin,23-188,214,Nicklas Bäckström,Mike Green,Martin Gerber,2,19:39,PP,,Air Canada Centre
683,2009-03-19,WSH,@,TBL,W,,Alex Ovechkin,23-183,213,Nicklas Bäckström,,Mike McKenna,1,07:43,EV,,St. Pete Times Forum
684,2009-03-14,WSH,,CAR,W,SO,Alex Ovechkin,23-178,212,Mike Green,Alexander Semin,Cam Ward,1,18:01,PP,,Verizon Center
685,2009-03-12,WSH,@,PHI,W,,Alex Ovechkin,23-176,211,Alexander Semin,,Martin Biron,2,17:19,EV,,Wachovia Center
686,2009-03-08,WSH,,PIT,L,SO,Alex Ovechkin,23-172,210,Mike Green,Brooks Laich,Marc-André Fleury,3,00:29,PP,,Verizon Center
687,2009-03-01,WSH,,FLA,L,,Alex Ovechkin,23-165,209,Nicklas Bäckström,Milan Jurčina,Craig Anderson,3,19:38,EV,,Verizon Center
688,2009-02-28,WSH,@,BOS,W,OT,Alex Ovechkin,23-164,208,Matt Bradley,Milan Jurčina,Tim Thomas,2,08:48,EV,,TD Banknorth Garden
689,2009-02-24,WSH,,PHI,L,,Alex Ovechkin,23-160,207,,,Antero Niittymäki,2,04:19,EV,,Verizon Center
690,2009-02-22,WSH,,PIT,W,,Alex Ovechkin,23-158,206,Nicklas Bäckström,Sergei Fedorov,Marc-André Fleury,1,06:53,PP,,Verizon Center
691,2009-02-18,WSH,,MTL,W,SO,Alex Ovechkin,23-154,205,,,Carey Price,1,10:07,EV,,Verizon Center
692,2009-02-15,WSH,@,FLA,W,,Alex Ovechkin,23-151,203,Nicklas Bäckström,,Tomáš Vokoun,3,17:29,EV,,BankAtlantic Center
693,2009-02-15,WSH,@,FLA,W,,Alex Ovechkin,23-151,204,Jeff Schultz,,,3,19:41,EV,EN,BankAtlantic Center
694,2009-02-15,WSH,@,FLA,W,,Alex Ovechkin,23-151,202,Alexander Semin,Nicklas Bäckström,Tomáš Vokoun,1,15:38,PP,,BankAtlantic Center
695,2009-02-14,WSH,@,TBL,W,,Alex Ovechkin,23-150,201,Alexander Semin,Nicklas Bäckström,Mike McKenna,1,13:21,EV,,St. Pete Times Forum
696,2009-02-05,WSH,,LAK,L,,Alex Ovechkin,23-141,200,,,Jonathan Quick,3,10:32,EV,,Verizon Center
697,2009-02-01,WSH,,OTT,W,,Alex Ovechkin,23-137,198,Sergei Fedorov,Viktor Kozlov,Brian Elliott,2,02:15,EV,,Verizon Center
698,2009-02-01,WSH,,OTT,W,,Alex Ovechkin,23-137,199,Sergei Fedorov,,Alex Auld,2,15:31,EV,,Verizon Center
699,2009-02-01,WSH,,OTT,W,,Alex Ovechkin,23-137,197,Mike Green,Sergei Fedorov,Brian Elliott,1,10:32,PP,,Verizon Center
700,2009-01-31,WSH,,DET,W,,Alex Ovechkin,23-136,195,Viktor Kozlov,Shaone Morrisonn,Ty Conklin,3,12:52,EV,,Verizon Center
701,2009-01-31,WSH,,DET,W,,Alex Ovechkin,23-136,196,Nicklas Bäckström,Mike Green,Ty Conklin,3,14:08,PP,,Verizon Center
702,2009-01-19,WSH,@,NYI,W,OT,Alex Ovechkin,23-124,193,Mike Green,Brooks Laich,Yann Danis,1,06:35,PP,,Nassau Veterans Memorial Coliseum
703,2009-01-19,WSH,@,NYI,W,OT,Alex Ovechkin,23-124,194,Alexander Semin,Sergei Fedorov,Yann Danis,OT,01:46,PP,,Nassau Veterans Memorial Coliseum
704,2009-01-14,WSH,@,PIT,W,,Alex Ovechkin,23-119,192,Mike Green,,Marc-André Fleury,3,11:27,EV,,Mellon Arena
705,2009-01-14,WSH,@,PIT,W,,Alex Ovechkin,23-119,191,Brooks Laich,Nicklas Bäckström,Marc-André Fleury,3,01:48,PP,,Mellon Arena
706,2009-01-03,WSH,,NYR,W,,Alex Ovechkin,23-108,190,David Steckel,,Steve Valiquette,2,19:28,SH,,Verizon Center
707,2009-01-01,WSH,,TBL,W,,Alex Ovechkin,23-106,189,Nicklas Bäckström,,Mike Smith,3,18:14,EV,,Verizon Center
708,2008-12-28,WSH,,TOR,W,,Alex Ovechkin,23-102,187,Milan Jurčina,,Vesa Toskala,2,19:50,EV,,Verizon Center
709,2008-12-28,WSH,,TOR,W,,Alex Ovechkin,23-102,188,Nicklas Bäckström,Mike Green,,3,19:26,EV,EN,Verizon Center
710,2008-12-26,WSH,,BUF,W,,Alex Ovechkin,23-100,186,Bryan Helmer,,Patrick Lalime,3,08:27,EV,,Verizon Center
711,2008-12-23,WSH,@,NYR,W,OT,Alex Ovechkin,23-097,184,Nicklas Bäckström,,Henrik Lundqvist,2,12:35,EV,,Madison Square Garden (IV)
712,2008-12-23,WSH,@,NYR,W,OT,Alex Ovechkin,23-097,185,,,Henrik Lundqvist,3,12:38,EV,,Madison Square Garden (IV)
713,2008-12-18,WSH,,STL,W,,Alex Ovechkin,23-092,183,Viktor Kozlov,Alexander Semin,Ben Bishop,3,00:13,PP,,Verizon Center
714,2008-12-16,WSH,@,NYI,W,OT,Alex Ovechkin,23-090,181,Alexander Semin,Nicklas Bäckström,Joey MacDonald,2,16:35,EV,,Nassau Veterans Memorial Coliseum
715,2008-12-16,WSH,@,NYI,W,OT,Alex Ovechkin,23-090,182,Nicklas Bäckström,,Joey MacDonald,OT,04:49,EV,,Nassau Veterans Memorial Coliseum
716,2008-12-12,WSH,,OTT,W,,Alex Ovechkin,23-086,179,Tom Poti,Mike Green,Alex Auld,2,19:25,PP,,Verizon Center
717,2008-12-12,WSH,,OTT,W,,Alex Ovechkin,23-086,180,Nicklas Bäckström,Sergei Fedorov,Alex Auld,3,14:05,PP,,Verizon Center
718,2008-12-10,WSH,,BOS,W,,Alex Ovechkin,23-084,178,Alexander Semin,Nicklas Bäckström,,3,19:08,EV,EN,Verizon Center
719,2008-12-04,WSH,,NYI,W,,Alex Ovechkin,23-078,177,Milan Jurčina,Brooks Laich,Joey MacDonald,1,11:31,PP,,Verizon Center
720,2008-11-28,WSH,,MTL,W,,Alex Ovechkin,23-072,176,Nicklas Bäckström,,Jaroslav Halák,3,03:42,EV,,Verizon Center
721,2008-11-26,WSH,,ATL,W,,Alex Ovechkin,23-070,175,Tom Poti,Tyler Sloan,Ondřej Pavelec,2,00:54,EV,,Verizon Center
722,2008-11-26,WSH,,ATL,W,,Alex Ovechkin,23-070,173,Sami Lepistö,Viktor Kozlov,Ondřej Pavelec,1,03:29,PP,,Verizon Center
723,2008-11-26,WSH,,ATL,W,,Alex Ovechkin,23-070,174,Viktor Kozlov,Tomáš Fleischmann,Ondřej Pavelec,1,14:01,PP,,Verizon Center
724,2008-11-24,WSH,@,MIN,L,,Alex Ovechkin,23-068,172,Tomáš Fleischmann,Milan Jurčina,Niklas Bäckström,3,16:07,EV,,Xcel Energy Center
725,2008-11-19,WSH,@,ANA,W,,Alex Ovechkin,23-063,171,Chris Clark,Michael Nylander,Jean-Sébastien Giguère,2,02:43,PP,,Honda Center
726,2008-11-15,WSH,@,NJD,L,SO,Alex Ovechkin,23-059,169,Tyler Sloan,Nicklas Bäckström,Scott Clemmensen,1,19:09,EV,,Prudential Center
727,2008-11-15,WSH,@,NJD,L,SO,Alex Ovechkin,23-059,170,Nicklas Bäckström,Boyd Gordon,Scott Clemmensen,3,19:59,EV,,Prudential Center
728,2008-11-14,WSH,,NJD,W,,Alex Ovechkin,23-058,168,Nicklas Bäckström,Brooks Laich,,3,19:39,EV,EN,Verizon Center
729,2008-11-12,WSH,@,CAR,W,,Alex Ovechkin,23-056,167,Alexander Semin,,Michael Leighton,1,05:11,EV,,RBC Center
730,2008-11-10,WSH,,TBL,W,,Alex Ovechkin,23-054,166,Alexander Semin,Jeff Schultz,Olaf Kölzig,3,15:54,EV,,Verizon Center
731,2008-10-11,WSH,,CHI,W,,Alex Ovechkin,23-024,164,Tom Poti,,Nikolai Khabibulin,2,05:07,EV,,Verizon Center
732,2008-10-11,WSH,,CHI,W,,Alex Ovechkin,23-024,165,Jeff Schultz,José Théodore,Nikolai Khabibulin,3,18:24,EV,,Verizon Center
733,2008-04-03,WSH,,TBL,W,,Alex Ovechkin,22-199,162,Viktor Kozlov,Mike Green,Karri Rämö,1,12:01,EV,,Verizon Center
734,2008-04-03,WSH,,TBL,W,,Alex Ovechkin,22-199,163,Mike Green,Nicklas Bäckström,Karri Rämö,3,07:50,PP,,Verizon Center
735,2008-04-01,WSH,,CAR,W,,Alex Ovechkin,22-197,161,Nicklas Bäckström,Jeff Schultz,Cam Ward,3,16:24,EV,,Verizon Center
736,2008-03-29,WSH,@,FLA,W,,Alex Ovechkin,22-194,160,Viktor Kozlov,Tom Poti,Tomáš Vokoun,3,11:32,EV,,BankAtlantic Center
737,2008-03-25,WSH,@,CAR,W,SO,Alex Ovechkin,22-190,159,Nicklas Bäckström,Viktor Kozlov,Cam Ward,2,09:41,EV,,RBC Center
738,2008-03-21,WSH,@,ATL,W,,Alex Ovechkin,22-186,157,Nicklas Bäckström,Viktor Kozlov,Kari Lehtonen,1,15:18,EV,,Philips Arena
739,2008-03-21,WSH,@,ATL,W,,Alex Ovechkin,22-186,158,Mike Green,Tom Poti,Kari Lehtonen,3,11:30,EV,,Philips Arena
740,2008-03-18,WSH,@,NSH,W,,Alex Ovechkin,22-183,156,,,,3,19:56,EV,EN,Sommet Center
741,2008-03-14,WSH,,ATL,W,,Alex Ovechkin,22-179,155,Mike Green,Sergei Fedorov,Kari Lehtonen,3,01:07,PP,,Verizon Center
742,2008-03-12,WSH,,CGY,W,,Alex Ovechkin,22-177,153,Alexander Semin,Mike Green,Miikka Kiprusoff,2,17:55,PP,,Verizon Center
743,2008-03-12,WSH,,CGY,W,,Alex Ovechkin,22-177,154,Mike Green,Eric Fehr,Miikka Kiprusoff,3,18:06,PP,,Verizon Center
744,2008-03-05,WSH,@,BUF,W,,Alex Ovechkin,22-170,151,Nicklas Bäckström,Olaf Kölzig,Ryan Miller,1,15:21,EV,,HSBC Arena
745,2008-03-05,WSH,@,BUF,W,,Alex Ovechkin,22-170,152,Viktor Kozlov,Milan Jurčina,Ryan Miller,3,13:19,EV,,HSBC Arena
746,2008-03-03,WSH,,BOS,W,,Alex Ovechkin,22-168,148,Nicklas Bäckström,Shaone Morrisonn,Tim Thomas,1,06:18,EV,,Verizon Center
747,2008-03-03,WSH,,BOS,W,,Alex Ovechkin,22-168,149,Nicklas Bäckström,Tom Poti,Tim Thomas,1,07:08,EV,,Verizon Center
748,2008-03-03,WSH,,BOS,W,,Alex Ovechkin,22-168,150,Alexander Semin,Nicklas Bäckström,Alex Auld,1,15:31,PP,,Verizon Center
749,2008-03-01,WSH,,TOR,L,,Alex Ovechkin,22-166,147,Tom Poti,,Vesa Toskala,1,15:47,EV,,Verizon Center
750,2008-02-13,WSH,@,ATL,L,SO,Alex Ovechkin,22-149,146,Nicklas Bäckström,Mike Green,Kari Lehtonen,3,18:39,EV,,Philips Arena
751,2008-02-10,WSH,,NYR,W,OT,Alex Ovechkin,22-146,145,Eric Fehr,Nicklas Bäckström,Steve Valiquette,1,02:28,PP,,Verizon Center
752,2008-02-06,WSH,@,PHI,W,,Alex Ovechkin,22-142,144,Nicklas Bäckström,Milan Jurčina,Martin Biron,3,07:45,EV,,Wachovia Center
753,2008-02-05,WSH,@,CBJ,W,OT,Alex Ovechkin,22-141,142,Nicklas Bäckström,,Pascal Leclaire,2,13:34,EV,,Nationwide Arena
754,2008-02-05,WSH,@,CBJ,W,OT,Alex Ovechkin,22-141,143,Tom Poti,Shaone Morrisonn,Fredrik Norrena,OT,02:28,EV,,Nationwide Arena
755,2008-01-31,WSH,,MTL,W,OT,Alex Ovechkin,22-136,138,Milan Jurčina,,Cristobal Huet,1,13:06,EV,,Verizon Center
756,2008-01-31,WSH,,MTL,W,OT,Alex Ovechkin,22-136,139,Viktor Kozlov,Nicklas Bäckström,Cristobal Huet,2,11:54,EV,,Verizon Center
757,2008-01-31,WSH,,MTL,W,OT,Alex Ovechkin,22-136,140,Viktor Kozlov,Mike Green,Cristobal Huet,3,12:30,EV,,Verizon Center
758,2008-01-31,WSH,,MTL,W,OT,Alex Ovechkin,22-136,141,Jeff Schultz,Mike Green,Cristobal Huet,OT,03:34,EV,,Verizon Center
759,2008-01-23,WSH,@,TOR,L,,Alex Ovechkin,22-128,137,Viktor Kozlov,Steve Eminger,Vesa Toskala,2,02:27,EV,,Air Canada Centre
760,2008-01-21,WSH,@,PIT,W,SO,Alex Ovechkin,22-126,136,Nicklas Bäckström,Milan Jurčina,Dany Sabourin,2,07:58,EV,,Mellon Arena
761,2008-01-21,WSH,@,PIT,W,SO,Alex Ovechkin,22-126,135,Tomáš Fleischmann,Nicklas Bäckström,Dany Sabourin,2,01:48,PP,,Mellon Arena
762,2008-01-19,WSH,,FLA,W,,Alex Ovechkin,22-124,134,Mike Green,Nicklas Bäckström,Tomáš Vokoun,3,04:40,PP,,Verizon Center
763,2008-01-17,WSH,,EDM,W,SO,Alex Ovechkin,22-122,133,Boyd Gordon,Jeff Schultz,Dwayne Roloson,2,01:39,EV,,Verizon Center
764,2008-01-15,WSH,,OTT,W,,Alex Ovechkin,22-120,132,Brooks Laich,Tomáš Fleischmann,Ray Emery,3,09:11,PP,,Verizon Center
765,2008-01-13,WSH,,PHI,L,,Alex Ovechkin,22-118,131,Viktor Kozlov,Mike Green,Martin Biron,2,11:10,EV,,Verizon Center
766,2008-01-05,WSH,@,MTL,W,OT,Alex Ovechkin,22-110,130,John Erskine,,Carey Price,3,06:38,EV,,Bell Centre
767,2008-01-05,WSH,@,MTL,W,OT,Alex Ovechkin,22-110,129,Michael Nylander,,Carey Price,2,08:31,PP,,Bell Centre
768,2007-12-29,WSH,@,OTT,W,,Alex Ovechkin,22-103,126,Tom Poti,Nicklas Bäckström,Martin Gerber,2,03:13,EV,,Scotiabank Place
769,2007-12-29,WSH,@,OTT,W,,Alex Ovechkin,22-103,127,Jeff Schultz,,Martin Gerber,3,13:46,EV,,Scotiabank Place
770,2007-12-29,WSH,@,OTT,W,,Alex Ovechkin,22-103,128,,,,3,19:32,EV,EN,Scotiabank Place
771,2007-12-29,WSH,@,OTT,W,,Alex Ovechkin,22-103,125,Mike Green,Alexander Semin,Martin Gerber,1,04:45,PP,,Scotiabank Place
772,2007-12-27,WSH,@,PIT,L,OT,Alex Ovechkin,22-101,124,Nicklas Bäckström,,Ty Conklin,2,18:26,EV,,Mellon Arena
773,2007-12-22,WSH,@,NYI,L,OT,Alex Ovechkin,22-096,123,Viktor Kozlov,Michael Nylander,Rick DiPietro,3,19:05,EV,,Nassau Veterans Memorial Coliseum
774,2007-12-17,WSH,@,DET,L,SO,Alex Ovechkin,22-091,122,Michael Nylander,,Dominik Hašek,1,09:58,PP,,Joe Louis Arena
775,2007-12-14,WSH,,BUF,L,,Alex Ovechkin,22-088,121,Nicklas Bäckström,Michael Nylander,Ryan Miller,1,13:12,PP,,Verizon Center
776,2007-12-12,WSH,,NYR,W,OT,Alex Ovechkin,22-086,120,Mike Green,,Henrik Lundqvist,3,04:36,EV,,Verizon Center
777,2007-12-08,WSH,,ATL,W,,Alex Ovechkin,22-082,119,Tom Poti,Nicklas Bäckström,Kari Lehtonen,2,14:06,EV,,Verizon Center
778,2007-12-01,WSH,@,FLA,W,,Alex Ovechkin,22-075,118,Michael Nylander,Jeff Schultz,Tomáš Vokoun,3,04:38,EV,,BankAtlantic Center
779,2007-11-30,WSH,@,CAR,L,,Alex Ovechkin,22-074,116,Michael Nylander,,Cam Ward,1,02:35,PP,,RBC Center
780,2007-11-30,WSH,@,CAR,L,,Alex Ovechkin,22-074,117,Alexander Semin,,Cam Ward,3,00:32,PP,,RBC Center
781,2007-11-26,WSH,,BUF,L,,Alex Ovechkin,22-070,115,Steve Eminger,,Ryan Miller,2,00:49,EV,,Verizon Center
782,2007-11-24,WSH,,CAR,W,,Alex Ovechkin,22-068,114,Shaone Morrisonn,,John Grahame,3,18:10,EV,,Verizon Center
783,2007-11-24,WSH,,CAR,W,,Alex Ovechkin,22-068,113,Michael Nylander,Nicklas Bäckström,John Grahame,1,06:17,PP,,Verizon Center
784,2007-11-21,WSH,,ATL,L,,Alex Ovechkin,22-065,112,Brian Pothier,Viktor Kozlov,Johan Hedberg,2,02:27,PP,,Verizon Center
785,2007-11-16,WSH,@,TBL,L,,Alex Ovechkin,22-060,111,Chris Clark,Nicklas Bäckström,Johan Holmqvist,1,13:30,EV,,St. Pete Times Forum
786,2007-11-15,WSH,@,FLA,L,,Alex Ovechkin,22-059,110,Michael Nylander,Brian Pothier,Tomáš Vokoun,2,06:55,EV,,BankAtlantic Center
787,2007-11-10,WSH,,TBL,L,,Alex Ovechkin,22-054,109,Mike Green,Tom Poti,Johan Holmqvist,2,18:20,EV,,Verizon Center
788,2007-11-08,WSH,@,OTT,W,,Alex Ovechkin,22-052,108,Brooks Laich,Michael Nylander,Ray Emery,3,16:15,EV,,Scotiabank Place
789,2007-11-02,WSH,,PHI,L,,Alex Ovechkin,22-046,107,Michael Nylander,,Antero Niittymäki,3,15:52,PP,,Verizon Center
790,2007-10-29,WSH,@,TOR,W,,Alex Ovechkin,22-042,105,Viktor Kozlov,Boyd Gordon,Vesa Toskala,1,11:57,EV,,Air Canada Centre
791,2007-10-29,WSH,@,TOR,W,,Alex Ovechkin,22-042,106,Brian Pothier,Michael Nylander,Andrew Raycroft,2,11:09,PP,,Air Canada Centre
792,2007-10-26,WSH,,VAN,L,,Alex Ovechkin,22-039,104,Chris Clark,Viktor Kozlov,Roberto Luongo,3,18:24,PP,,Verizon Center
793,2007-10-24,WSH,,TBL,W,,Alex Ovechkin,22-037,103,Brian Pothier,,,3,19:56,EV,EN,Verizon Center
794,2007-10-18,WSH,,NYI,L,,Alex Ovechkin,22-031,102,Joe Motzko,,Rick DiPietro,3,01:41,EV,,Verizon Center
795,2007-10-13,WSH,@,BUF,L,,Alex Ovechkin,22-026,101,Michael Nylander,Tom Poti,Ryan Miller,3,11:19,PP,,HSBC Arena
796,2007-10-12,WSH,@,NYR,L,,Alex Ovechkin,22-025,100,Mike Green,Tom Poti,Henrik Lundqvist,1,07:46,PP,,Madison Square Garden (IV)
797,2007-10-06,WSH,,CAR,W,,Alex Ovechkin,22-019,99,Viktor Kozlov,John Erskine,John Grahame,1,14:24,EV,,Verizon Center
798,2007-04-04,WSH,@,ATL,W,,Alex Ovechkin,21-199,98,Boyd Gordon,,Kari Lehtonen,2,19:17,EV,,Philips Arena
799,2007-04-04,WSH,@,ATL,W,,Alex Ovechkin,21-199,97,Bryan Muir,Brian Pothier,Kari Lehtonen,2,13:35,PP,,Philips Arena
800,2007-04-03,WSH,,FLA,W,,Alex Ovechkin,21-198,96,Brooks Laich,Milan Jurčina,Craig Anderson,2,05:28,EV,,Verizon Center
801,2007-03-22,WSH,@,CAR,L,,Alex Ovechkin,21-186,94,Alexander Semin,Jiří Novotný,John Grahame,1,11:16,EV,,RBC Center
802,2007-03-22,WSH,@,CAR,L,,Alex Ovechkin,21-186,95,Alexandre Giroux,Jiří Novotný,John Grahame,2,17:54,EV,,RBC Center
803,2007-03-12,WSH,@,ATL,L,,Alex Ovechkin,21-176,92,Jiří Novotný,,Kari Lehtonen,2,05:27,EV,,Philips Arena
804,2007-03-12,WSH,@,ATL,L,,Alex Ovechkin,21-176,93,Ben Clymer,Alexander Semin,Kari Lehtonen,3,01:26,PP,,Philips Arena
805,2007-03-10,WSH,@,NYI,L,,Alex Ovechkin,21-174,91,Jiří Novotný,Shaone Morrisonn,Rick DiPietro,3,04:27,EV,,Nassau Veterans Memorial Coliseum
806,2007-03-01,WSH,,TBL,L,SO,Alex Ovechkin,21-165,90,Jiří Novotný,Steve Eminger,Johan Holmqvist,2,10:11,EV,,Verizon Center
807,2007-02-27,WSH,,FLA,L,SO,Alex Ovechkin,21-163,88,Brian Pothier,,Ed Belfour,1,08:41,EV,,Verizon Center
808,2007-02-27,WSH,,FLA,L,SO,Alex Ovechkin,21-163,89,Brian Sutherby,Donald Brashear,Ed Belfour,2,17:54,EV,,Verizon Center
809,2007-02-25,WSH,,NJD,L,,Alex Ovechkin,21-161,87,Jeff Schultz,Jamie Heward,Scott Clemmensen,3,09:13,EV,,Verizon Center
810,2007-02-10,WSH,,NYR,L,,Alex Ovechkin,21-146,86,Chris Clark,Mike Green,Henrik Lundqvist,1,18:20,PP,,Verizon Center
811,2007-02-01,WSH,@,FLA,L,,Alex Ovechkin,21-137,85,Dainius Zubrus,Ben Clymer,Ed Belfour,3,02:32,EV,,BankAtlantic Center
812,2007-01-30,WSH,@,OTT,L,,Alex Ovechkin,21-135,84,Steve Eminger,Jamie Heward,Martin Gerber,2,09:04,EV,,Scotiabank Place
813,2007-01-27,WSH,,CAR,W,,Alex Ovechkin,21-132,83,,,Cam Ward,1,09:53,PP,,Verizon Center
814,2007-01-26,WSH,@,CAR,L,,Alex Ovechkin,21-131,82,Alexander Semin,Dainius Zubrus,Cam Ward,2,00:54,PP,,RBC Center
815,2007-01-18,WSH,@,CAR,W,,Alex Ovechkin,21-123,81,Shaone Morrisonn,,,3,19:20,EV,EN,RBC Center
816,2007-01-09,WSH,,PHI,W,,Alex Ovechkin,21-114,79,Dainius Zubrus,,Robert Esche,1,06:36,EV,,Verizon Center
817,2007-01-09,WSH,,PHI,W,,Alex Ovechkin,21-114,80,Chris Clark,Dainius Zubrus,Robert Esche,2,16:45,EV,,Verizon Center
818,2007-01-06,WSH,,ATL,W,OT,Alex Ovechkin,21-111,78,Alexander Semin,Matt Pettinger,Kari Lehtonen,3,12:18,PP,,Verizon Center
819,2006-12-26,WSH,@,BUF,L,,Alex Ovechkin,21-100,77,Lawrence Nycholat,,Ryan Miller,2,14:36,EV,,HSBC Arena
820,2006-12-23,WSH,@,TOR,W,,Alex Ovechkin,21-097,76,Alexander Semin,Olaf Kölzig,Andrew Raycroft,2,12:01,PP,,Air Canada Centre
821,2006-12-19,WSH,,TBL,L,,Alex Ovechkin,21-093,75,Brooks Laich,Brian Sutherby,Marc Denis,1,13:54,EV,,Verizon Center
822,2006-12-16,WSH,,PHI,W,,Alex Ovechkin,21-090,74,Bryan Muir,,Antero Niittymäki,3,03:16,EV,,Verizon Center
823,2006-12-15,WSH,@,ATL,W,OT,Alex Ovechkin,21-089,73,,,Kari Lehtonen,OT,00:06,EV,,Philips Arena
824,2006-12-15,WSH,@,ATL,W,OT,Alex Ovechkin,21-089,71,Dainius Zubrus,Jamie Heward,Kari Lehtonen,1,08:55,PP,,Philips Arena
825,2006-12-15,WSH,@,ATL,W,OT,Alex Ovechkin,21-089,72,Dainius Zubrus,Chris Clark,Kari Lehtonen,3,19:29,PP,,Philips Arena
826,2006-12-09,WSH,@,PHI,W,,Alex Ovechkin,21-083,70,Chris Clark,Dainius Zubrus,Antero Niittymäki,1,06:28,EV,,Wachovia Center
827,2006-12-02,WSH,,BUF,W,,Alex Ovechkin,21-076,69,,,Ryan Miller,1,07:45,EV,,Verizon Center
828,2006-11-28,WSH,@,TBL,W,,Alex Ovechkin,21-072,68,,,,3,18:51,EV,EN,St. Pete Times Forum
829,2006-11-25,WSH,@,NYI,L,,Alex Ovechkin,21-069,67,Dainius Zubrus,Matt Pettinger,Rick DiPietro,3,02:48,PP,,Nassau Veterans Memorial Coliseum
830,2006-11-24,WSH,,TOR,L,,Alex Ovechkin,21-068,66,Richard Zedník,Mike Green,Andrew Raycroft,1,17:48,PP,,Verizon Center
831,2006-11-18,WSH,@,BOS,L,OT,Alex Ovechkin,21-062,65,Matt Pettinger,Richard Zedník,Tim Thomas,3,16:59,PP,,TD Banknorth Garden
832,2006-11-13,WSH,@,FLA,W,,Alex Ovechkin,21-057,64,Dainius Zubrus,Chris Clark,Alex Auld,2,06:45,EV,,BankAtlantic Center
833,2006-11-11,WSH,,NYR,W,,Alex Ovechkin,21-055,63,Dainius Zubrus,John Erskine,Henrik Lundqvist,3,04:53,EV,,Verizon Center
834,2006-11-06,WSH,,OTT,W,OT,Alex Ovechkin,21-050,61,Alexander Semin,Dainius Zubrus,Martin Gerber,2,07:56,EV,,Verizon Center
835,2006-11-06,WSH,,OTT,W,OT,Alex Ovechkin,21-050,62,Alexander Semin,Brian Pothier,Martin Gerber,3,19:35,PP,,Verizon Center
836,2006-11-04,WSH,@,PHI,W,,Alex Ovechkin,21-048,59,Bryan Muir,Matt Bradley,Robert Esche,1,03:53,EV,,Wachovia Center
837,2006-11-04,WSH,@,PHI,W,,Alex Ovechkin,21-048,60,Chris Clark,Jamie Heward,Robert Esche,1,19:01,EV,,Wachovia Center
838,2006-10-27,WSH,@,VAN,L,SO,Alex Ovechkin,21-040,58,Brian Sutherby,Matt Bradley,Roberto Luongo,2,18:22,EV,,General Motors Place
839,2006-10-25,WSH,@,COL,W,,Alex Ovechkin,21-038,57,Alexander Semin,Brian Pothier,Peter Budaj,2,10:30,PP,,Pepsi Center
840,2006-10-21,WSH,,TBL,L,,Alex Ovechkin,21-034,56,Richard Zedník,Alexander Semin,Marc Denis,3,16:03,PP,,Verizon Center
841,2006-10-19,WSH,@,ATL,L,SO,Alex Ovechkin,21-032,55,Dainius Zubrus,Brian Pothier,Kari Lehtonen,2,15:48,EV,,Philips Arena
842,2006-10-07,WSH,,CAR,W,,Alex Ovechkin,21-020,53,Chris Clark,,Cam Ward,3,08:04,EV,,Verizon Center
843,2006-10-07,WSH,,CAR,W,,Alex Ovechkin,21-020,54,Brian Pothier,Chris Clark,Cam Ward,3,13:03,PP,,Verizon Center
844,2006-04-17,WSH,,ATL,W,,Alex Ovechkin,20-212,52,Ben Clymer,Brian Sutherby,Mike Dunham,3,02:36,EV,,MCI Center
845,2006-04-15,WSH,@,FLA,W,SO,Alex Ovechkin,20-210,51,Shaone Morrisonn,Rico Fata,Jamie McLennan,2,13:07,EV,,BankAtlantic Center
846,2006-04-13,WSH,@,ATL,L,,Alex Ovechkin,20-208,50,Steve Eminger,Matt Pettinger,Mike Dunham,1,13:01,EV,,Philips Arena
847,2006-04-10,WSH,@,BOS,W,OT,Alex Ovechkin,20-205,49,Dainius Zubrus,,Tim Thomas,OT,03:30,EV,,TD Banknorth Garden
848,2006-03-29,WSH,@,CAR,W,,Alex Ovechkin,20-193,48,Brian Willsie,Dainius Zubrus,Cam Ward,2,09:38,PP,,RBC Center
849,2006-03-25,WSH,@,CAR,W,,Alex Ovechkin,20-189,47,Brooks Laich,,Martin Gerber,1,01:50,EV,,RBC Center
850,2006-03-23,WSH,@,TBL,L,OT,Alex Ovechkin,20-187,45,Shaone Morrisonn,,John Grahame,1,05:01,EV,,St. Pete Times Forum
851,2006-03-23,WSH,@,TBL,L,OT,Alex Ovechkin,20-187,46,Chris Clark,Dainius Zubrus,John Grahame,3,10:07,EV,,St. Pete Times Forum
852,2006-03-20,WSH,,MTL,L,,Alex Ovechkin,20-184,44,Brian Willsie,Ben Clymer,Cristobal Huet,3,19:49,PP,,MCI Center
853,2006-03-14,WSH,,BUF,L,,Alex Ovechkin,20-178,43,Dainius Zubrus,Ben Clymer,Ryan Miller,1,19:11,PP,,MCI Center
854,2006-03-08,WSH,,PIT,W,,Alex Ovechkin,20-172,42,Bryan Muir,Ben Clymer,Sébastien Caron,3,05:54,PP,,MCI Center
855,2006-03-06,WSH,,NYI,W,,Alex Ovechkin,20-170,40,Dainius Zubrus,Ivan Majeský,Garth Snow,2,02:27,EV,,MCI Center
856,2006-03-06,WSH,,NYI,W,,Alex Ovechkin,20-170,41,Mike Green,Jeff Halpern,Garth Snow,2,19:59,EV,,MCI Center
